ID_Transaksi,Umur_Pelanggan,Pendapatan_Bulanan,Jumlah_Item,Total_Belanja,Kategori_Produk
1439,17,13812602,3,1677255,Elektronik
1440,41,3944606,2,51607,Makanan
1441,59,10288515,5,1358890,Fashion
1442,56,6805028,1,1825405,Makanan
1443,58,12696208,9,1044426,Makanan
1444,41,2970278,7,2995267,Elektronik
1445,55,10884527,3,1605317,Fashion
1446,51,13670445,4,946020,Elektronik
1447,19,7271513,6,1088525,Fashion
1448,53,7005231,3,1371874,Elektronik
1449,60,4948134,7,961974,Makanan
1450,60,12698216,6,1762983,Fashion
1451,46,3347203,9,1711393,Fashion
1452,54,8666781,5,1305522,Makanan
1453,50,10855197,4,764090,Elektronik
1454,28,12781973,3,2498466,Fashion
1455,35,3187018,1,1518084,Makanan
1456,53,12081345,3,2716551,Makanan
1457,60,7097579,3,518897,Fashion
1458,33,9411979,7,351635,Fashion
1459,26,4267357,7,1672200,Fashion
1460,63,3799971,1,1223767,Makanan
1461,28,11532945,3,116538,Elektronik
1462,32,11813081,8,1203146,Elektronik
1463,40,13639036,9,737933,Fashion
1464,35,13970942,7,1978347,Makanan
1465,24,2573881,7,2409177,Makanan
1466,47,11407062,8,245392,Fashion
1467,37,8296665,6,1227569,Makanan
1468,33,7893868,3,2944914,Makanan
1469,39,9609387,1,1321688,Makanan
1470,53,7252807,7,1957561,Fashion
1471,32,5878551,1,197083,Fashion
1472,22,5301394,1,1182113,Fashion
1473,24,4827364,9,635273,Elektronik
1474,41,5354513,7,1639908,Elektronik
1475,34,12824286,4,481508,Fashion
1476,41,12065252,6,696592,Makanan
1477,28,13515421,1,186322,Makanan
1478,31,3613560,7,308116,Fashion
1479,42,4293673,6,2180239,Makanan
1480,57,5475488,4,1174528,Makanan
1481,61,5020745,7,1844631,Elektronik
1482,42,6644068,3,2183520,Makanan
1483,63,5302923,1,1743512,Makanan
1484,48,7643893,4,2132535,Fashion
1485,26,5195741,3,633188,Elektronik
1486,32,12887322,1,1900502,Elektronik
1487,23,10605094,2,1477206,Makanan
1488,33,10815496,5,2847678,Fashion
1489,39,13945205,8,2369334,Elektronik
1490,42,2835988,1,2303557,Elektronik
1491,37,7104459,4,1918058,Makanan
1492,38,10103670,4,1720663,Elektronik
1493,23,2550428,5,2278168,Fashion
1494,30,14846240,7,2195222,Fashion
1495,31,4089706,8,1890174,Elektronik
1496,23,12117390,6,450337,Fashion
1497,25,6305665,1,2817189,Fashion
1498,64,4889190,7,2859073,Makanan
1499,24,10785780,3,1136240,Elektronik
1500,39,11003281,6,966358,Elektronik
1501,45,9751938,8,1606610,Makanan
1502,34,9660678,7,1886301,Makanan
1503,47,2255658,6,1597053,Makanan
1504,46,11879249,9,361356,Makanan
1505,55,3730283,9,2212383,Fashion
1506,51,11142693,1,1731141,Fashion
1507,34,8395300,1,1268692,Makanan
1508,58,7029792,1,1382467,Elektronik
1509,55,8389690,8,2908968,Elektronik
1510,33,8766174,7,1565301,Elektronik
1511,30,2751993,3,2244999,Makanan
1512,47,11114179,2,827725,Fashion
1513,40,2828282,4,2195655,Fashion
1514,51,10860369,3,2961791,Fashion
1515,60,13824323,7,2649528,Fashion
1516,61,8615920,8,1393961,Elektronik
1517,50,14491356,6,2084252,Elektronik
1518,19,9313367,3,1572905,Fashion
1519,53,9359659,6,309966,Makanan
1520,59,9663998,2,1781126,Fashion
1521,56,12963077,7,122832,Fashion
1522,42,7465513,7,1382103,Makanan
1523,39,2317942,4,2533587,Fashion
1524,60,5894456,8,2910541,Elektronik
1525,55,14233812,4,839106,Makanan
1526,31,2337462,7,1474820,Makanan
1527,20,7609210,4,1470089,Fashion
1528,45,5928207,5,1838976,Elektronik
1529,38,14932958,7,1142370,Elektronik
1530,41,10810381,3,2080934,Elektronik
1531,29,4430630,5,2068422,Fashion
1532,34,6563167,3,2184707,Fashion
1533,49,9463131,5,1809144,Elektronik
1534,32,13219122,3,868838,Fashion
1535,61,4795126,7,2187414,Elektronik
1536,58,9614896,1,1976328,Fashion
1537,60,7562632,9,2889173,Makanan
1538,18,8398905,9,2608485,Makanan
1539,51,7345708,5,2439580,Fashion
1540,58,6266399,9,2822683,Fashion
1541,50,4727364,6,1975635,Elektronik
1542,46,14012246,5,2030413,Makanan
1543,29,13106500,3,473751,Elektronik
1544,29,10476201,8,139023,Fashion
1545,34,11079860,4,2354164,Elektronik
1546,48,7582266,3,2125550,Elektronik
1547,48,2902473,6,214772,Fashion
1548,51,2126202,8,1140092,Makanan
1549,55,12563366,9,305623,Elektronik
1550,62,13658105,6,2686455,Fashion
1551,45,10507150,5,2238256,Elektronik
1552,45,3417158,2,2501036,Fashion
1553,60,3835932,2,1851220,Fashion
1554,32,4672762,9,378784,Fashion
1555,60,12032514,2,2141862,Makanan
1556,63,5716434,2,1013208,Makanan
1557,26,2455433,3,1272017,Fashion
1558,46,10478748,3,1757582,Makanan
1559,41,3515554,4,1185583,Elektronik
1560,55,3584645,7,792003,Makanan
1561,36,11835915,9,2194880,Makanan
1562,21,14135570,2,2948462,Elektronik
1563,17,5230786,4,559958,Elektronik
1564,46,6676103,9,965357,Elektronik
1565,19,13839609,2,1107721,Fashion
1566,61,5416403,1,1711442,Elektronik
1567,30,9639214,8,68226,Elektronik
1568,46,9690115,9,2695559,Elektronik
1569,20,12187202,7,1162136,Fashion
1570,34,5621420,8,2204505,Makanan
1571,53,12777735,4,2144652,Fashion
1572,41,5943439,4,435145,Makanan
1573,64,12284226,2,645929,Elektronik
1574,17,13266056,8,101712,Fashion
1575,62,3251661,2,495405,Fashion
1576,31,13853132,9,1025288,Makanan
1577,25,3114100,4,380429,Fashion
1578,31,9816184,1,165278,Fashion
1579,40,3509390,4,559272,Makanan
1580,20,4007878,3,2312353,Fashion
1581,28,6712037,6,2958096,Fashion
1582,53,10704225,7,784391,Elektronik
1583,53,9228840,8,2603922,Elektronik
1584,59,3804053,2,1362784,Elektronik
1585,22,11481623,6,669902,Elektronik
1586,55,8281328,6,2264791,Elektronik
1587,62,6470756,5,1431872,Fashion
1588,40,10480171,7,778871,Fashion
1589,27,13237376,3,2158112,Elektronik
1590,29,11734409,4,2633896,Makanan
1591,50,4827754,9,371064,Elektronik
1592,41,11971309,4,2954971,Fashion
1593,23,6953799,3,458540,Makanan
1594,20,12079600,2,2735400,Elektronik
1595,24,14750808,5,172994,Makanan
1596,36,10239115,4,1393348,Elektronik
1597,45,10351184,8,957701,Fashion
1598,61,11406105,7,780456,Elektronik
1599,62,14248557,6,1932460,Makanan
1600,26,14612975,2,2974682,Fashion
1601,59,5739469,3,2841747,Elektronik
1602,50,10642979,9,1447581,Elektronik
1603,42,13471736,9,77949,Elektronik
1604,57,4199318,5,1301260,Elektronik
1605,19,7257386,3,2482833,Fashion
1606,22,5094510,2,428147,Fashion
1607,21,11550788,8,1311641,Elektronik
1608,21,2420888,6,1880662,Fashion
1609,63,10295953,7,1074483,Makanan
1610,39,11751741,1,1504095,Fashion
1611,25,7570090,1,624989,Makanan
1612,51,2190285,2,886943,Makanan
1613,36,5196699,3,2227816,Fashion
1614,58,12906257,1,2558648,Elektronik
1615,51,4211130,5,147180,Fashion
1616,34,3207739,3,677838,Makanan
1617,33,10176958,1,1176528,Makanan
1618,40,12589624,8,116046,Fashion
1619,19,5128411,6,2254070,Makanan
1620,48,7130418,9,1920208,Fashion
1621,51,14977207,3,1428162,Fashion
1622,54,4716826,9,1553463,Elektronik
1623,29,3488543,9,2762510,Makanan
1624,63,7853294,1,884754,Fashion
1625,41,7929191,3,1049488,Makanan
1626,25,4702303,6,2687023,Fashion
1627,20,4437587,8,1443440,Fashion
1628,30,8417115,4,498431,Elektronik
1629,53,13541571,5,1778789,Fashion
1630,50,7587757,9,449325,Elektronik
1631,27,3111288,6,1337861,Makanan
1632,57,5298273,7,2469053,Elektronik
1633,19,12160111,7,2940243,Elektronik
1634,44,14708761,4,1361958,Makanan
1635,45,9316359,4,2792710,Elektronik
1636,25,14838405,4,955643,Elektronik
1637,19,10992719,5,65064,Fashion
1638,41,11541399,5,1260763,Elektronik
1639,50,14299695,8,1142834,Fashion
1640,28,8323686,9,709830,Elektronik
1641,58,12832477,2,989507,Makanan
1642,25,11136556,7,2043651,Makanan
1643,31,12947852,1,861100,Elektronik
1644,56,8594244,1,1437979,Fashion
1645,41,2831635,4,686480,Elektronik
1646,21,3467217,7,1457296,Fashion
1647,27,4744686,2,2776921,Elektronik
1648,50,5230545,2,1261694,Makanan
1649,40,9578689,1,1300625,Makanan
1650,31,9557065,2,520471,Fashion
1651,54,2231414,7,2152549,Elektronik
1652,24,14839724,9,936357,Fashion
1653,21,12452337,6,2754921,Makanan
1654,64,4402110,2,2300457,Fashion
1655,42,3643083,9,1421028,Elektronik
1656,34,12404334,7,506435,Fashion
1657,22,13791470,1,2672570,Elektronik
1658,53,11799416,9,588359,Elektronik
1659,64,14570038,2,2519536,Makanan
1660,29,7050058,4,576406,Elektronik
1661,44,2021650,9,2752711,Elektronik
1662,21,3404962,4,2166310,Elektronik
1663,29,5023846,3,2235266,Fashion
1664,33,12261812,1,758481,Makanan
1665,56,4913293,7,2668510,Fashion
1666,61,12727797,6,594162,Fashion
1667,48,10594859,4,289139,Makanan
1668,45,8825687,6,919875,Fashion
1669,19,5844328,6,1738539,Fashion
1670,56,9779008,4,172603,Elektronik
1671,50,8020010,6,2038867,Fashion
1672,56,9121782,8,1032207,Makanan
1673,43,14458709,3,1513497,Fashion
1674,29,7172886,4,1996808,Elektronik
1675,61,6513207,1,547821,Fashion
1676,49,11805301,4,1491525,Makanan
1677,22,11283409,9,937024,Elektronik
1678,40,10050763,8,828873,Fashion
1679,35,3724854,4,516548,Makanan
1680,32,10771419,7,2482095,Makanan
1681,56,6695995,3,374329,Fashion
1682,44,3008314,9,2450834,Fashion
1683,49,6408608,4,1905351,Elektronik
1684,64,4493330,2,2646057,Fashion
1685,57,12106395,5,170026,Elektronik
1686,29,8730419,2,2381409,Fashion
1687,59,8605949,6,1151682,Makanan
1688,61,6396208,1,1179803,Makanan
1689,41,2711716,6,496295,Makanan
1690,58,4767257,4,2827540,Makanan
1691,52,9542242,3,736426,Elektronik
1692,43,13224231,2,2791039,Makanan
1693,54,9359055,7,804077,Elektronik
1694,23,3699660,9,2915530,Elektronik
1695,21,8110845,3,1144526,Elektronik
1696,59,2345430,6,2425521,Fashion
1697,61,11217019,9,543466,Elektronik
1698,47,3857845,2,1054627,Fashion
1699,39,4505365,7,2982776,Elektronik
1700,58,12328591,5,129711,Fashion
1701,26,8312379,5,2288275,Fashion
1702,48,10135340,7,2349652,Makanan
1703,59,2847405,9,2412745,Elektronik
1704,46,12680555,4,1008599,Fashion
1705,55,2233462,9,2771685,Makanan
1706,47,8342869,9,1780077,Elektronik
1707,34,4986068,4,283597,Makanan
1708,52,3968921,3,2695348,Fashion
1709,18,5401447,2,416991,Makanan
1710,30,13038804,9,2925780,Makanan
1711,29,14176872,2,2947596,Elektronik
1712,45,7515328,6,2050969,Fashion
1713,28,14088965,5,2164564,Elektronik
1714,55,10798834,5,1470750,Elektronik
1715,18,7369919,4,1909665,Makanan
1716,48,3764694,6,317800,Fashion
1717,29,8471530,5,1238615,Elektronik
1718,62,3807254,4,2625326,Fashion
1719,43,12060957,9,1507556,Elektronik
1720,57,7002828,6,2949457,Makanan
1721,33,2131562,3,1717349,Elektronik
1722,56,11440913,6,1994391,Elektronik
1723,47,7904214,1,200595,Elektronik
1724,50,8933966,5,622735,Fashion
1725,40,7590240,6,2196909,Makanan
1726,61,14841272,8,834402,Fashion
1727,51,13555734,9,1349071,Elektronik
1728,64,12782554,3,1847462,Makanan
1729,22,10358827,2,1489485,Fashion
1730,35,13799639,4,1311492,Elektronik
1731,46,2360306,8,1038892,Makanan
1732,23,9565991,8,2939046,Makanan
1733,26,4724274,3,428976,Elektronik
1734,57,3594502,4,1261443,Makanan
1735,48,14321841,3,2872318,Makanan
1736,50,3488303,2,2457761,Fashion
1737,44,7982547,4,2601477,Makanan
1738,31,2518490,6,2237179,Fashion
1739,46,12462554,5,2197680,Fashion
1740,53,12948852,3,98242,Fashion
1741,45,6229228,2,509099,Fashion
1742,38,11649976,9,2673223,Makanan
1743,20,3903124,1,2175542,Makanan
1744,36,4792537,9,1762353,Fashion
1745,48,8254887,1,1170678,Makanan
1746,52,5147887,7,2729628,Fashion
1747,20,8864684,6,2420168,Fashion
1748,43,3587542,7,1717095,Fashion
1749,33,5862163,3,1490580,Elektronik
1750,28,9745269,3,753446,Makanan
1751,38,6856436,1,1689634,Makanan
1752,33,12028635,4,281360,Fashion
1753,26,9056784,2,2009166,Makanan
1754,17,13214875,8,919946,Fashion
1755,38,10543144,3,2890689,Makanan
1756,42,13333689,7,2239815,Fashion
1757,34,12986993,7,2820591,Fashion
1758,30,8234408,9,160091,Elektronik
1759,63,2624773,6,623681,Fashion
1760,45,9581002,1,1168346,Elektronik
1761,28,4017528,8,1911728,Makanan
1762,52,3678332,1,1074146,Makanan
1763,51,3002021,3,849800,Elektronik
1764,28,8292357,5,235385,Makanan
1765,23,4185132,8,98838,Elektronik
1766,45,11806922,9,2680174,Makanan
1767,27,14011149,7,2778627,Elektronik
1768,49,2292007,9,149329,Elektronik
1769,22,12884598,3,2667298,Fashion
1770,63,14453218,5,905327,Makanan
1771,31,11913568,8,808921,Fashion
1772,48,8778519,1,370217,Elektronik
1773,27,4928785,8,1826861,Fashion
1774,39,11758579,7,294042,Elektronik
1775,42,6791164,1,1834424,Makanan
1776,50,3612119,6,275683,Makanan
1777,62,9927532,1,1314123,Makanan
1778,50,10776381,2,1342179,Elektronik
1779,45,8277120,5,1804238,Fashion
1780,20,6216803,2,2949208,Makanan
1781,33,11015448,1,1296919,Elektronik
1782,51,12022832,6,1385035,Fashion
1783,29,11835003,8,1378142,Elektronik
1784,57,4583677,8,2841649,Elektronik
1785,55,14448234,8,2219815,Makanan
1786,31,11260513,6,151216,Elektronik
1787,45,2143704,3,2922040,Elektronik
1788,45,10454364,1,1355068,Fashion
1789,27,8731666,2,1569934,Makanan
1790,48,11755672,5,344887,Elektronik
1791,18,13934901,5,1591338,Elektronik
1792,63,14391922,1,1507428,Fashion
1793,30,9891784,1,584396,Elektronik
1794,36,9775872,9,1303282,Elektronik
1795,38,6714386,2,2428179,Elektronik
1796,27,4396640,7,2715840,Elektronik
1797,43,8375247,4,1275647,Elektronik
1798,19,8994791,7,2719391,Fashion
1799,33,5278262,8,1511721,Elektronik
1800,60,10246673,5,1968141,Elektronik
1801,44,9421473,1,716483,Elektronik
1802,45,12314072,4,2099871,Elektronik
1803,37,3916796,3,374078,Makanan
1804,63,3286188,5,1963894,Makanan
1805,32,10822405,6,80881,Makanan
1806,53,5085945,2,1351765,Makanan
1807,36,6168773,7,267815,Fashion
1808,22,11189215,3,2458247,Makanan
1809,35,8637034,1,2418048,Fashion
1810,21,9948838,3,691627,Makanan
1811,19,3784094,9,755051,Fashion
1812,17,12533405,6,2233827,Makanan
1813,54,2239608,6,1047807,Elektronik
1814,31,5662097,4,334487,Makanan
1815,50,10737723,8,274320,Makanan
1816,51,14413527,5,593961,Makanan
1817,41,10054515,7,1284346,Elektronik
1818,40,6297084,9,1649384,Fashion
1819,28,11205774,5,2650009,Fashion
1820,34,5146243,5,819483,Elektronik
1821,31,6042942,4,1900792,Makanan
1822,60,2853159,6,1478166,Makanan
1823,32,5898888,2,88079,Makanan
1824,43,2895596,3,2298715,Fashion
1825,24,9648392,1,2260030,Fashion
1826,62,4431129,2,98720,Elektronik
1827,41,3600720,2,1637582,Elektronik
1828,33,4605327,8,541567,Fashion
1829,45,5219598,8,2509964,Makanan
1830,24,8184546,2,2829344,Makanan
1831,31,13671416,6,456080,Makanan
1832,43,8387958,5,662666,Makanan
1833,62,12358020,3,1091137,Elektronik
1834,23,10979219,5,2155329,Elektronik
1835,19,14330641,5,2848627,Fashion
1836,45,10817164,5,1483038,Elektronik
1837,60,5675049,3,1860171,Makanan
1838,40,8626924,3,1548002,Fashion
1839,19,8045001,4,2592322,Elektronik
1840,36,7876924,7,1734009,Elektronik
1841,62,10868958,2,2027924,Elektronik
1842,31,2496232,4,1636282,Elektronik
1843,41,5634183,4,1264502,Elektronik
1844,46,9602242,1,2759515,Makanan
1845,30,12075631,8,1011454,Makanan
1846,23,4628973,1,2474523,Makanan
1847,33,12435327,8,456051,Elektronik
1848,60,14259848,7,1606542,Fashion
1849,36,5912669,9,1586843,Makanan
1850,52,11815156,8,937889,Makanan
1851,25,5991818,5,2366082,Elektronik
1852,54,10164962,8,1502015,Fashion
1853,64,5779044,3,2681713,Makanan
1854,38,8041084,7,729520,Makanan
1855,18,7070121,4,517601,Fashion
1856,40,12413219,5,2009548,Elektronik
1857,24,2250231,9,2655756,Fashion
1858,27,11450124,7,1582984,Elektronik
1859,29,14963083,4,657748,Makanan
1860,33,6735524,6,298792,Fashion
1861,24,5372105,7,2775911,Fashion
1862,37,8741499,9,678956,Makanan
1863,34,2978935,4,1952527,Makanan
1864,46,7267528,3,1451146,Elektronik
1865,34,11419059,8,1113205,Makanan
1866,62,4130118,1,885488,Makanan
1867,63,2420993,9,188966,Fashion
1868,47,5401461,1,1668557,Elektronik
1869,54,4260791,2,1805402,Makanan
1870,48,10634939,8,1909351,Fashion
1871,27,13420438,9,2714535,Makanan
1872,61,14773183,7,1260822,Makanan
1873,41,6601318,3,1018305,Makanan
1874,49,9274324,7,2269540,Makanan
1875,54,6080790,6,2350660,Elektronik
1876,57,13185357,2,675070,Fashion
1877,24,14255193,3,2579195,Fashion
1878,27,4752690,5,2779703,Makanan
1879,38,3003510,4,865805,Fashion
1880,40,14600030,2,1388245,Makanan
1881,57,3071192,4,2537012,Fashion
1882,33,5415473,8,2088731,Elektronik
1883,28,3860371,5,703689,Elektronik
1884,62,14585707,5,1195219,Fashion
1885,48,9778512,3,735846,Makanan
1886,31,13899372,8,1570396,Makanan
1887,32,3571480,6,2296864,Makanan
1888,38,13799564,2,409838,Makanan
1889,44,12319481,2,242527,Elektronik
1890,36,5615590,9,1029929,Makanan
1891,49,4360901,7,2203691,Makanan
1892,26,13578466,9,262736,Makanan
1893,56,9238225,6,468158,Makanan
1894,48,4952053,5,1166939,Elektronik
1895,49,5291987,1,2336820,Fashion
1896,18,9541714,6,2752966,Fashion
1897,49,14805946,6,528739,Makanan
1898,49,14491707,3,292723,Makanan
1899,57,11179279,3,2078366,Fashion
1900,29,14896471,3,660725,Elektronik
1901,46,6263272,3,707003,Elektronik
1902,49,10973326,7,2000908,Elektronik
1903,29,7492952,2,860161,Elektronik
1904,42,12582966,2,858250,Elektronik
1905,38,12197174,3,1164131,Elektronik
1906,55,12893581,7,1868685,Elektronik
1907,18,8297042,3,321601,Elektronik
1908,54,6052579,7,240701,Elektronik
1909,55,9200262,9,1501612,Makanan
1910,42,11158173,4,1524542,Elektronik
1911,62,14085552,7,2249172,Makanan
1912,31,5884175,9,2381770,Fashion
1913,50,9725166,8,1973413,Makanan
1914,58,9689205,8,952562,Fashion
1915,60,12505799,9,215493,Makanan
1916,56,3609425,5,1953046,Fashion
1917,27,4303707,5,2920469,Makanan
1918,19,11928271,3,263273,Makanan
1919,22,2998899,5,337744,Fashion
1920,25,7462610,8,2357846,Elektronik
1921,22,4098729,5,2409203,Elektronik
1922,25,14690704,4,1873384,Elektronik
1923,55,9237310,8,1111725,Elektronik
1924,47,3820844,7,2308618,Elektronik
1925,48,2951302,6,1515116,Makanan
1926,57,9568538,5,1050209,Elektronik
1927,28,14593697,5,162168,Makanan
1928,24,3120803,2,684101,Fashion
1929,24,11293720,4,2404112,Elektronik
1930,44,9139845,8,708554,Elektronik
1931,36,14124055,8,1393118,Elektronik
1932,63,9587973,1,2626063,Elektronik
1933,23,14253468,2,1862878,Makanan
1934,27,2150653,5,2339358,Makanan
1935,36,14846518,9,311041,Makanan
1936,32,4488144,7,1300534,Fashion
1937,20,7962413,5,2508133,Makanan
1938,22,7127319,1,151967,Elektronik
1939,38,5483978,6,443345,Fashion
1940,42,13845145,8,1420403,Fashion
1941,19,7942654,7,2395871,Elektronik
1942,57,13877490,2,2588871,Elektronik
1943,58,7839741,5,208621,Elektronik
1944,30,7088539,4,2879026,Elektronik
1945,27,8935426,9,757609,Makanan
1946,34,7780554,1,2986248,Fashion
1947,28,10774821,6,845265,Elektronik
1948,39,7297340,3,2994242,Makanan
1949,28,4496589,9,2652807,Elektronik
1950,29,2416690,5,280099,Makanan
1951,41,11552559,6,2144269,Elektronik
1952,61,4996244,9,968241,Elektronik
1953,35,14735029,9,1979973,Elektronik
1954,62,11266359,8,2672739,Makanan
1955,52,7359462,9,1347816,Elektronik
1956,61,9838941,4,1426595,Makanan
1957,24,11311034,6,2835432,Makanan
1958,45,2678066,5,498052,Fashion
1959,48,3877779,5,223453,Makanan
1960,60,3625199,4,426430,Makanan
1961,34,3801951,2,1052475,Makanan
1962,22,10441557,6,935162,Makanan
1963,34,12581318,9,368442,Makanan
1964,35,13942792,1,2040589,Fashion
1965,38,11397868,7,1743899,Elektronik
1966,53,10228736,6,1271743,Fashion
1967,48,2789148,3,2591892,Fashion
1968,57,10340791,1,2663182,Elektronik
1969,19,11904117,4,1470545,Makanan
1970,44,11941699,9,2138463,Elektronik
1971,26,10372602,2,311046,Makanan
1972,51,9008642,3,1034413,Elektronik
1973,45,5821301,2,1620798,Fashion
1974,31,12557676,2,1957626,Makanan
1975,49,14255847,8,2172684,Fashion
1976,23,3308166,3,2255349,Makanan
1977,28,13258138,7,1229436,Elektronik
1978,46,12483712,8,110285,Elektronik
1979,37,14109530,3,2952450,Elektronik
1980,47,14321231,2,321639,Elektronik
1981,40,8192357,8,296130,Elektronik
1982,36,11511878,3,1368557,Fashion
1983,53,4511019,7,2034760,Fashion
1984,20,3330728,1,564938,Makanan
1985,44,3029242,6,308750,Fashion
1986,60,4167626,9,2439642,Makanan
1987,36,5708201,3,158621,Makanan
1988,40,10738676,7,1384132,Fashion
1989,48,9283377,6,531615,Fashion
1990,57,9017955,8,168833,Makanan
1991,52,13813246,3,1522596,Fashion
1992,50,4738384,3,2212358,Fashion
1993,52,2404911,4,2158086,Fashion
1994,18,4508164,3,2440019,Elektronik
1995,31,5319343,9,1824702,Elektronik
1996,50,8174943,4,2848925,Makanan
1997,52,14032002,6,531891,Fashion
1998,22,12125683,8,2388782,Makanan
1999,55,3169070,8,2033468,Fashion
2000,58,14525683,5,1659387,Elektronik
2001,28,2171277,5,433094,Fashion
2002,19,12782063,6,1025197,Fashion
2003,61,9351548,7,216804,Fashion
2004,34,3361212,7,1774957,Elektronik
2005,56,7880926,4,2371462,Elektronik
2006,37,3603344,6,2117139,Elektronik
2007,31,13662359,7,2404628,Makanan
2008,49,12858099,5,331260,Fashion
2009,51,13310929,5,1591789,Elektronik
2010,42,8562865,2,126620,Makanan
2011,24,8929909,7,471972,Elektronik
2012,52,10113649,6,132604,Fashion
2013,64,3381710,1,2765892,Makanan
2014,46,4591822,4,1908558,Elektronik
2015,39,4057797,3,1546398,Elektronik
2016,58,11190426,3,2871331,Makanan
2017,60,12607395,7,1693091,Makanan
2018,30,13184374,4,2432508,Makanan
2019,30,6415239,8,2449414,Makanan
2020,18,13587970,9,1913610,Makanan
2021,53,5101373,3,1640404,Elektronik
2022,21,4800174,5,2314053,Makanan
2023,54,2873420,4,2334533,Makanan
2024,61,8002024,6,1645141,Fashion
2025,57,10881111,4,502889,Elektronik
2026,63,6412903,8,1350772,Fashion
2027,30,12723679,3,2033756,Elektronik
2028,55,4565820,5,486060,Elektronik
2029,41,12889119,1,846184,Elektronik
2030,36,14467421,6,1311196,Makanan
2031,18,7834611,5,1566503,Fashion
2032,55,7534448,8,483886,Elektronik
2033,22,13885324,9,736838,Elektronik
2034,33,8332961,8,469655,Elektronik
2035,41,10369597,8,2918936,Fashion
2036,44,9442510,3,1521602,Elektronik
2037,18,9402731,4,1903310,Fashion
2038,51,2944461,4,1426956,Fashion
2039,53,3467256,5,2211619,Makanan
2040,21,6349025,9,1012217,Elektronik
2041,17,9112646,9,1541338,Elektronik
2042,56,6330972,1,830196,Fashion
2043,28,10667126,8,2936632,Fashion
2044,52,8934430,1,2049370,Makanan
2045,61,5411647,2,388781,Elektronik
2046,39,9725976,7,341922,Fashion
2047,63,9098917,8,1257073,Elektronik
2048,47,4705421,1,2909557,Elektronik
2049,27,11752967,3,2885900,Elektronik
2050,26,11551194,7,170918,Fashion
2051,19,7798273,9,1975044,Elektronik
2052,30,10795492,8,505618,Fashion
2053,32,14841933,8,2049133,Makanan
2054,26,10535640,9,822793,Makanan
2055,45,8942263,3,61957,Fashion
2056,26,13676765,8,1021120,Elektronik
2057,28,6652124,1,1998302,Makanan
2058,46,3362516,8,67829,Makanan
2059,57,4375100,7,1366557,Fashion
2060,17,7227541,8,1555933,Fashion
2061,21,3718562,1,2293256,Fashion
2062,36,4256356,6,2177367,Fashion
2063,24,9215409,7,1548111,Fashion
2064,59,3329785,5,1618327,Fashion
2065,28,9179391,5,2877154,Fashion
2066,17,6299376,7,2801132,Elektronik
2067,36,4761642,3,748408,Elektronik
2068,44,6283664,6,824474,Elektronik
2069,59,13772345,7,256604,Elektronik
2070,53,11080961,1,2738154,Makanan
2071,63,6881539,2,2444615,Elektronik
2072,53,6964948,4,693346,Makanan
2073,28,4758566,8,328169,Makanan
2074,53,4328033,6,2156932,Makanan
2075,60,3155933,1,859138,Fashion
2076,44,11878917,5,748276,Makanan
2077,63,14790352,7,2222655,Makanan
2078,31,10175576,6,211928,Makanan
2079,22,9166276,9,1988174,Fashion
2080,60,9691332,8,743983,Elektronik
2081,36,13693715,4,722947,Elektronik
2082,30,9059903,5,2826245,Makanan
2083,18,7441039,7,2928722,Makanan
2084,25,8077234,8,2628674,Elektronik
2085,53,2194152,5,2282199,Elektronik
2086,36,3928356,9,1832391,Elektronik
2087,42,6797927,4,2484434,Elektronik
2088,45,11201352,4,2847975,Makanan
2089,17,5119812,8,223226,Makanan
2090,51,13601321,1,1305324,Makanan
2091,22,5800760,8,2658711,Elektronik
2092,53,2975112,5,1709570,Fashion
2093,21,6033123,1,166905,Elektronik
2094,49,7414229,4,1127406,Elektronik
2095,30,2555839,2,2439905,Fashion
2096,28,2614101,4,591689,Fashion
2097,58,2449813,8,470945,Elektronik
2098,36,10227489,5,939912,Fashion
2099,40,14234908,1,750527,Fashion
2100,59,12266874,7,275253,Fashion
2101,50,7147501,1,2013894,Elektronik
2102,41,7121632,9,239243,Elektronik
2103,45,7896721,3,531312,Fashion
2104,55,2551238,3,187719,Makanan
2105,47,14999616,6,1366735,Fashion
2106,63,7895038,6,2430802,Fashion
2107,59,5643488,6,295221,Elektronik
2108,39,12469888,1,1122643,Makanan
2109,60,10388823,5,2540115,Fashion
2110,54,14950659,6,1608569,Makanan
2111,36,4895107,8,304770,Elektronik
2112,39,7049425,1,603616,Makanan
2113,61,13558170,5,914144,Elektronik
2114,32,9907386,3,102832,Fashion
2115,58,3017375,2,1141347,Elektronik
2116,24,2272544,8,147421,Makanan
2117,37,2534633,7,2735978,Makanan
2118,17,7276776,7,2084730,Makanan
2119,24,3863907,5,1570770,Fashion
2120,45,11203269,9,1444183,Makanan
2121,48,12996029,5,1712296,Makanan
2122,54,11704911,2,340299,Makanan
2123,21,11311009,3,825817,Elektronik
2124,63,3120113,4,199360,Makanan
2125,38,12201961,5,2365175,Elektronik
2126,63,6592087,3,2838597,Makanan
2127,50,7093388,7,1093904,Elektronik
2128,17,8960145,5,2682691,Elektronik
2129,42,14815029,5,1200996,Fashion
2130,59,8015948,6,1779510,Fashion
2131,26,5479664,7,321767,Elektronik
2132,46,13927780,8,2364696,Elektronik
2133,34,14542122,9,1415435,Fashion
2134,33,13047100,4,318267,Elektronik
